country,calendar_year,exports_1k_bags,exports_kg,exports_lb
Ecuador,1998.0,1056.4159999,63384959.99400001,139739916.68782967
El Salvador,1998.0,1684.2470005,101054820.03,222787742.2851185
Equatorial Guinea,1998.0,1.669,100140.0,220770.909352059
Ethiopia,1998.0,1917.061,115023660.0,253583762.883983
Gabon,1998.0,1.765,105900.0,233469.535653915
Ghana,1998.0,17.787,1067220.0,2352817.354490757
Guatemala,1998.0,3541.8530004,212511180.024,468506954.8769482
Guinea,1998.0,228.18,13690800.0,30183047.391223982
Guyana,1998.0,0.2283018,13698.107999999998,30199.158773344458
Haiti,1998.0,127.306,7638360.0,16839701.249834165
Honduras,1998.0,2329.274,139756440.0,308110209.17322224
India,1998.0,3486.8300027,209209800.162,461228658.149863
Indonesia,1998.0,5598.0319992,335881919.952,740492878.9965901
Jamaica,1998.0,16.9810004,1018860.0240000001,2246201.857409034
Kenya,1998.0,841.489,50489340.0,111309941.12627608
Lao People's Democratic Republic,1998.0,111.6879996,6701279.976,14773793.430440025
Liberia,1998.0,3.244,194640.0,429107.747116884
Madagascar,1998.0,796.116,47766960.0,105308120.59300408
Malawi,1998.0,58.6,3516000.0,7751453.1384246005
Mexico,1998.0,3399.0260009,203941560.054,449614176.8304287
Nepal,1998.0,0.0333333,1999.998,4409.240834454757
Nicaragua,1998.0,940.5839991,56435039.946,124417965.72996001
Nigeria,1998.0,9.8969999,593819.9940000001,1309148.9920792314
Panama,1998.0,145.123,8707380.0,19196486.925044253
Papua New Guinea,1998.0,1348.9680002,80938080.012,178437922.1635605
Paraguay,1998.0,19.3557834,1161347.004,2560331.8768361225
Peru,1998.0,1949.254,116955240.0,257842167.847896
Philippines,1998.0,21.0029996,1260179.976,2778221.28269199
Rwanda,1998.0,214.272,12856320.0,28343333.905742593
Sierra Leone,1998.0,41.865,2511900.0,5537791.563825015
Sri Lanka,1998.0,27.2659998,1635959.988,3606674.397986254
Tanzania,1998.0,742.3049999,44538299.993999995,98190143.7055141
Thailand,1998.0,778.0310001,46681860.006000005,102915884.59926239
Timor-Leste,1998.0,0.0,0.0,0.0
Togo,1998.0,165.801,9948060.0,21931718.11952111
Trinidad & Tobago,1998.0,5.2189988,313139.92799999996,690355.3690732801
Uganda,1998.0,3286.012,197160720.0,434664983.45223373
Venezuela,1998.0,267.5629998,16053779.988,35392526.52774762
Viet Nam,1998.0,6466.7120002,388002720.012,855399573.877787
Yemen,1998.0,70.7909994,4247459.964,9364046.322036587
Zambia,1998.0,33.308,1998480.0,4405894.217314788
Zimbabwe,1998.0,153.268,9196080.0,20273886.000342347
Angola,1999.0,50.114,3006840.0,6628947.484283454
Bolivia (Plurinational State of),1999.0,123.709,7422540.0,16363899.5955865
Brazil,1999.0,23149.2038037,1388952228.2220001,3062115503.0071855
Burundi,1999.0,408.748,24524880.0,54068105.246156625
Cameroon,1999.0,1154.047,69242820.0,152654287.3726876
Central African Republic,1999.0,194.884,11693040.0,25778740.502196923
Colombia,1999.0,9995.3100014,599718600.084,1322153192.4893997
Congo,1999.0,0.0,0.0,0.0
Costa Rica,1999.0,2194.9110035,131694660.21000001,290337027.0758151
Côte d'Ivoire,1999.0,2406.01,144360600.0,318260644.4638391
Cuba,1999.0,77.4130001,4644780.006,10239987.07474418
Democratic Republic of Congo,1999.0,487.112,29226720.0,64433888.07447583
Dominican Republic,1999.0,160.5920023,9635520.138,21242685.669526033
Ecuador,1999.0,988.0260009,59281560.054,130693468.3536077
El Salvador,1999.0,1889.8150003,113388900.01799999,249979734.04637066
Equatorial Guinea,1999.0,1.036,62160.0,137039.342174196
Ethiopia,1999.0,1818.087,109085220.0,240491743.72148407
Gabon,1999.0,2.5,150000.0,330693.3932775
Ghana,1999.0,94.408,5664480.0,12488040.749016888
Guatemala,1999.0,4680.601,280836060.0,619137530.9072239
Guinea,1999.0,300.7939999,18047639.994,39788235.40177719
Guyana,1999.0,1.4093593,84561.558,186426.32370568084
Haiti,1999.0,71.841,4310460.0,9502937.626579551
Honduras,1999.0,1986.603,119196180.0,262782594.86610454
India,1999.0,3621.9589989,217317539.93400002,479103164.6632872
Indonesia,1999.0,5115.0269995,306901619.96999997,676602254.0682737
Jamaica,1999.0,24.228,1453680.0,3204815.812930908
Kenya,1999.0,1114.07,66844200.0,147366235.45946577
Lao People's Democratic Republic,1999.0,191.3359992,11480159.952,25309420.33263561
Liberia,1999.0,15.209,912540.0,2011806.327342999
Madagascar,1999.0,464.383,27862980.0,61427356.02015411
Malawi,1999.0,54.31,3258600.0,7183983.27556041
Mexico,1999.0,4357.6250021,261457500.12599996,576415119.4301287
Nepal,1999.0,0.0,0.0,0.0
Nicaragua,1999.0,984.1939994,59051639.964,130186581.32197593
Nigeria,1999.0,8.576,514560.0,1134410.616299136
Panama,1999.0,117.981,7078860.0,15606214.892909091
Papua New Guinea,1999.0,1320.1479996,79208879.976,174625688.64649108
Paraguay,1999.0,3.4944834,209669.00400000002,462241.0293191582
Peru,1999.0,2407.33,144439800.0,318435250.57548964
Philippines,1999.0,8.5949999,515699.99399999995,1136923.8728603092
Rwanda,1999.0,314.019,18841140.0,41537603.46544291
Sierra Leone,1999.0,22.945,1376700.0,3035103.963500895
Sri Lanka,1999.0,17.2599997,1035599.9820000001,2283107.147504653
Tanzania,1999.0,643.3540005,38601240.03,85101167.00159977
Thailand,1999.0,493.404001,29604240.06,65266177.338954
Timor-Leste,1999.0,0.0,0.0,0.0
Togo,1999.0,320.88,19252800.0,42445158.41395368
Trinidad & Tobago,1999.0,2.9669988,178019.92799999999,392466.7604089082
Uganda,1999.0,3840.797,230447820.0,508050477.1280169
Venezuela,1999.0,464.0820001,27844920.006,61387540.54883124
Viet Nam,1999.0,7727.0130001,463620780.006,1022108859.5609697
Yemen,1999.0,68.004,4080240.0,8995389.406577244
Zambia,1999.0,51.184,3071040.0,6770484.256606224
Zimbabwe,1999.0,131.422,7885320.0,17384154.852526244
Angola,2000.0,21.505,1290300.0,2844624.568973055
Bolivia (Plurinational State of),2000.0,106.347,6380820.0,14067300.117952917
Brazil,2000.0,18016.2606406,1080975638.4359999,2383143346.1647515
Burundi,2000.0,444.242,26654520.0,58763157.76655326
Cameroon,2000.0,1204.964,72297840.0,159389453.5748918
Central African Republic,2000.0,202.816,12168960.0,26827964.500387777
Colombia,2000.0,9176.6609102,550599654.612,1213864454.1404119
Congo,2000.0,0.0,0.0,0.0
Costa Rica,2000.0,1964.9800407,117898802.442,259922366.95265722
Côte d'Ivoire,2000.0,6109.6138,366576828.0,808163567.6548165
Cuba,2000.0,112.91898,6775138.800000001,14936624.264653664
Democratic Republic of Congo,2000.0,281.328,16879680.0,37213324.37758901
Dominican Republic,2000.0,154.8670095,9292020.569999998,20485398.751317527
Ecuador,2000.0,696.65018,41799010.8,92151044.78063247
El Salvador,2000.0,2536.57276,152194365.60000002,335531141.3198695
Equatorial Guinea,2000.0,0.179,10740.0,23677.646958669
Ethiopia,2000.0,1981.856,118911360.0,262154674.2509492
Gabon,2000.0,0.584,35040.0,77249.976669624
Ghana,2000.0,90.63314,5437988.4,11988712.243997887
Guatemala,2000.0,4851.59185,291095511.0,641755748.6695855
Guinea,2000.0,292.1529999,17529179.994,38645226.75725284
Guyana,2000.0,0.5136147,30816.881999999998,67939.59519208207
Haiti,2000.0,72.858,4371480.0,9637463.698964838
Honduras,2000.0,2878.56,172713600.0,380768309.6611522
India,2000.0,4228.7878502,253727271.01200002,559372881.453321
Indonesia,2000.0,5357.59886,321455931.6,708689018.7332263
Jamaica,2000.0,28.91593,1734955.8,3824922.8045898643
Kenya,2000.0,1328.30814,79698488.4,175705090.45388982
Lao People's Democratic Republic,2000.0,254.5989996,15275939.976,33677682.841112345
Liberia,2000.0,3.583,214980.0,473949.771245313
Madagascar,2000.0,216.232,12973920.0,28602597.526072152
Malawi,2000.0,61.488,3689280.0,8133470.146338768
Mexico,2000.0,5303.6903414,318221420.484,701558142.3562675
Nepal,2000.0,0.066666,3999.96,8818.402302495126
Nicaragua,2000.0,1366.6234,81997404.0,180773331.79137367
Nigeria,2000.0,6.7439999,404639.99400000006,892078.4844776484
Panama,2000.0,72.034,4322040.0,9528467.156540575
Papua New Guinea,2000.0,1043.1571301,62589427.805999994,137986068.429755
Paraguay,2000.0,5.4387134,326322.804,719418.6357239237
Peru,2000.0,2361.566,141693960.0,312381709.59550905
Philippines,2000.0,4.9972,299832.00000000006,661016.4099545294
Rwanda,2000.0,270.158,16209480.0,35735786.29642514
Sierra Leone,2000.0,39.796,2387760.0,5264109.711548556
Sri Lanka,2000.0,2.4309996,145859.97599999997,321566.202712098
Tanzania,2000.0,740.3485,44420910.0,97931343.06916289
Thailand,2000.0,970.33097,58219858.199999996,128352816.4286192
Timor-Leste,2000.0,1.195,71700.0,158071.441986645
Togo,2000.0,282.6,16956000.0,37381581.1760886
Trinidad & Tobago,2000.0,3.0969997,185819.982,409662.9359089598
Uganda,2000.0,2513.272,150796320.0,332448978.3637316
Venezuela,2000.0,38.36703,2302021.8,5075089.336271856
Viet Nam,2000.0,11618.3758499,697102550.994,1536848053.6707156
Yemen,2000.0,58.1039992,3486239.952,7685843.463376459
Zambia,2000.0,64.552,3873120.0000000005,8538767.969139673
Zimbabwe,2000.0,117.05728,7023436.8,15484027.652413774
Angola,2001.0,14.25,855000.0,1884952.34168175
Bolivia (Plurinational State of),2001.0,69.555,4173300.0,9200551.587766604
Brazil,2001.0,23172.486512,1390349190.7199998,3065195278.1321516
Burundi,2001.0,303.166,18189960.0,40101997.30654663
Cameroon,2001.0,1125.159,67509540.0,148833059.07468745
Central African Republic,2001.0,94.316,5658960.0,12475871.232144276
Colombia,2001.0,9943.6300006,596617800.036,1315317098.5577455
Congo,2001.0,0.0,0.0,0.0
Costa Rica,2001.0,2018.2970002,121097820.012,266974993.45517483
Côte d'Ivoire,2001.0,4094.5219997,245671319.982,541612549.5720671
Cuba,2001.0,108.625,6517500.0,14368627.937907375
Democratic Republic of Congo,2001.0,133.054,7983240.0,17600031.499657795
Dominican Republic,2001.0,97.3850021,5843100.126,12881830.719514186
Ecuador,2001.0,756.3890008,45383340.04799999,100053138.12493186
El Salvador,2001.0,1532.9139997,91974839.98200001,202769812.86535108
Equatorial Guinea,2001.0,0.0,0.0,0.0
Ethiopia,2001.0,1376.062,82563720.0,182021844.8560893
Gabon,2001.0,2.024,121440.0,267729.371197464
Ghana,2001.0,56.534,3392040.0,7478168.118220074
Guatemala,2001.0,4110.378,246622679.99999997,543709939.3892735
Guinea,2001.0,355.8079999,21348479.994000003,47065341.93688456
Guyana,2001.0,1.1471951,68831.70599999999,151747.93614812836
Haiti,2001.0,86.668,5200080.0,11464214.003429748
Honduras,2001.0,2391.613,143496780.0,316356247.35063267
India,2001.0,3729.7010005,223782060.03,493354991.9063327
Indonesia,2001.0,5243.4050012,314604300.07199997,693583756.8700167
Jamaica,2001.0,28.1909991,1691459.946,3729030.8609047793
Kenya,2001.0,1095.882,65752920.0,144960374.8846933
Lao People's Democratic Republic,2001.0,198.1189985,11887139.91,26206657.554681975
Liberia,2001.0,7.227,433620.0,955968.461286597
Madagascar,2001.0,87.257,5235420.0,11542125.366885927
Malawi,2001.0,63.712,3822720.0,8427654.988998432
Mexico,2001.0,3333.1659985,199989959.91000003,440902389.7604607
Nepal,2001.0,0.066666,3999.96,8818.402302495126
Nicaragua,2001.0,1364.5919995,81875519.97,180504623.50159344
Nigeria,2001.0,6.855,411300.0,906761.284366905
Panama,2001.0,56.933,3415980.0,7530946.783787163
Papua New Guinea,2001.0,1095.4109998,65724659.98799999,144898072.22294432
Paraguay,2001.0,0.6,36000.0,79366.4143866
Peru,2001.0,2662.796,159767760.0,352227617.93830156
Philippines,2001.0,3.014,180840.0,398683.954935354
Rwanda,2001.0,278.773,16726380.0,36875355.7296594
Sierra Leone,2001.0,35.903,2154180.0,4749153.959536833
Sri Lanka,2001.0,4.1429996,248579.97599999997,548025.03842853
Tanzania,2001.0,866.1620001,51969720.006,114573620.37643811
Thailand,2001.0,1147.7910002,68867460.01200001,151826760.25180548
Timor-Leste,2001.0,31.6646336,1899878.0159999998,4188514.052829096
Togo,2001.0,193.325,11599500.0,25572520.102149077
Trinidad & Tobago,2001.0,2.8399995,170399.97,375667.62862456136
Uganda,2001.0,3059.763,183585780.0,404737363.6379773
Venezuela,2001.0,25.9340004,1556040.0239999997,3430481.037414416
Viet Nam,2001.0,14106.4430005,846386580.03,1865963001.1643934
Yemen,2001.0,65.8800015,3952800.090000001,8714432.498064717
Zambia,2001.0,114.945,6896700.0,15204620.836112896
Zimbabwe,2001.0,104.5680001,6274080.006,13831978.712524384
Angola,2002.0,9.345,560700.0,1236131.904071295
Bolivia (Plurinational State of),2002.0,79.148,4748880.0,10469488.276451029
Brazil,2002.0,27981.8389351,1678910336.106,3701363707.0370746
Burundi,2002.0,288.607,17316420.0,38176171.261455774
Cameroon,2002.0,639.688,38381280.0,84616238.14355896
Central African Republic,2002.0,95.435,5726100.0,12623889.594975285
Colombia,2002.0,10273.4249979,616405499.874,1358941509.2549777
Congo,2002.0,0.0,0.0,0.0
Costa Rica,2002.0,1784.0340019,107042040.11400001,235987303.1242996
Côte d'Ivoire,2002.0,3253.2150024,195192900.144,430326683.2819705
Cuba,2002.0,57.42,3445200.0,7595365.85679762
Democratic Republic of Congo,2002.0,179.221,10753260.0,23706880.25463473
Dominican Republic,2002.0,116.8180034,7009080.204,15452376.776099414
Ecuador,2002.0,565.2889991,33917339.945999995,74774934.91792825
El Salvador,2002.0,1533.0990005,91985940.03,202794284.28227547
Equatorial Guinea,2002.0,0.0,0.0,0.0
Ethiopia,2002.0,2054.678,123280680.0,271787375.9650509
Gabon,2002.0,0.25,15000.0,33069.33932775
Ghana,2002.0,25.057,1503420.0,3314473.742141727
Guatemala,2002.0,3491.328,209479680.0,461823641.345899
Guinea,2002.0,135.7669999,8146019.994,17958899.9568148
Guyana,2002.0,1.0699356,64196.136,141528.25366095916
Haiti,2002.0,41.182,2470920.0,5447446.128781602
Honduras,2002.0,2711.26,162675600.0,358638307.78302187
India,2002.0,3550.1299989,213007799.93400002,469601814.36499536
Indonesia,2002.0,4285.830001,257149800.06,566918266.4164805
Jamaica,2002.0,26.3730004,1582380.0239999997,3488550.7972739455
Kenya,2002.0,735.704,44142240.0,97316980.88313195
Lao People's Democratic Republic,2002.0,278.067,16684020.0,36781967.91539784
Liberia,2002.0,5.775,346500.0,763901.738471025
Madagascar,2002.0,145.329,8719740.0,19223736.06065032
Malawi,2002.0,43.97,2638200.0,5816235.40096467
Mexico,2002.0,2644.6589999,158679539.994,349828503.49552417
Nepal,2002.0,0.1166664,6999.984,15432.32307898805
Nicaragua,2002.0,955.4019993,57324119.958000004,126378051.63704988
Nigeria,2002.0,5.3099999,318599.994,702392.7540936742
Panama,2002.0,82.697,4961820.0,10938940.617547767
Papua New Guinea,2002.0,1057.0539997,63423239.982,139824309.6153386
Paraguay,2002.0,21.4491333,1286947.9980000001,2837234.6695353687
Peru,2002.0,2789.464,167367840.0,368982926.23417133
Philippines,2002.0,7.0079997,420479.982,926999.6803522808
Rwanda,2002.0,329.949,19796940.0,43644781.76740714
Sierra Leone,2002.0,80.461,4827660.0,10643168.446600372
Sri Lanka,2002.0,2.9119995,174719.97,385191.59835095337
Tanzania,2002.0,496.1019996,29766119.976,65623061.46379078
Thailand,2002.0,253.2999999,15197999.993999999,33505854.593648564
Timor-Leste,2002.0,30.0256336,1801538.0159999998,3971711.4641963667
Togo,2002.0,100.191,6011460.0,13253000.706346402
Trinidad & Tobago,2002.0,2.1449991,128699.946,283734.81238247344
Uganda,2002.0,3357.847,201470820.0,444167127.4146694
Venezuela,2002.0,191.901,11514060.0,25384157.14533821
Viet Nam,2002.0,11771.3669994,706282019.964,1557085318.6185477
Yemen,2002.0,60.9980006,3659880.036,8068654.3206227925
Zambia,2002.0,99.446,5966760.0,13154454.075149706
Zimbabwe,2002.0,119.0890001,7145340.006,15752778.218037415
Angola,2003.0,17.298,1037880.0,2288133.726765678
Bolivia (Plurinational State of),2003.0,73.1590001,4389540.006,9677279.196743185
Brazil,2003.0,25710.8116628,1542648699.768,3400958221.076021
Burundi,2003.0,475.98,28558800.0,62961376.53288978
Cameroon,2003.0,814.341,48860460.0,107718875.42999706
Central African Republic,2003.0,39.83,2389800.0,5268607.14169713
Colombia,2003.0,10244.3919993,614663519.958,1355101100.9253557
Congo,2003.0,0.0,0.0,0.0
Costa Rica,2003.0,1701.8120002,102108720.01200001,225111194.026603
Côte d'Ivoire,2003.0,2646.6490009,158798940.054,350091735.56885046
Cuba,2003.0,50.14,3008400.0,6632386.69557354
Democratic Republic of Congo,2003.0,211.869,12712140.0,28025471.41612426
Dominican Republic,2003.0,151.438005,9086280.3,20031819.097850006
Ecuador,2003.0,621.4529993,37287179.958000004,82204160.44039874
El Salvador,2003.0,1304.0299995,78241799.97,172493642.18812466
Equatorial Guinea,2003.0,0.0,0.0,0.0
Ethiopia,2003.0,2229.143,133748580.0,294865145.10831445
Gabon,2003.0,0.95,57000.0,125663.48944545
Ghana,2003.0,25.0281448,1501688.6879999998,3310656.852541046
Guatemala,2003.0,3820.7999997,229247999.982,505405326.7741856
Guinea,2003.0,354.647,21278820.0,46911767.93827422
Guyana,2003.0,0.778369,46702.14,102960.59433280576
Haiti,2003.0,37.0220001,2221320.006,4897172.335595578
Honduras,2003.0,2425.237,145514220.0,320803941.2128577
India,2003.0,3707.0660016,222423960.09600002,490360894.06910336
Indonesia,2003.0,4794.7200006,287683200.036,634232890.7255644
Jamaica,2003.0,24.5077825,1470466.9500000002,3241824.7026527734
Kenya,2003.0,919.569,55174140.0,121638157.18511896
Lao People's Democratic Republic,2003.0,232.65,13959000.0,30774327.17840415
Liberia,2003.0,6.604,396240.0,873559.667681844
Madagascar,2003.0,118.95,7137000.0,15734391.65214345
Malawi,2003.0,48.882,2932920.0,6465981.780076302
Mexico,2003.0,2595.5929985,155735579.91,343338182.4965144
Nepal,2003.0,1.8589988,111539.92799999999,245903.4485083202
Nicaragua,2003.0,1013.2369996,60794219.975999996,134028312.63681476
Nigeria,2003.0,8.9789998,538739.988,1187718.3648399976
Panama,2003.0,86.101,5166060.0,11389212.741834411
Papua New Guinea,2003.0,1147.1679996,68830079.976,151744351.3788343
Paraguay,2003.0,30.86829,1852097.4,4083175.825909568
Peru,2003.0,2503.025,150181500.0,331093532.2833658
Philippines,2003.0,12.3309998,739859.9880000001,1631112.06654647
Rwanda,2003.0,245.426,14725560.0,32464302.695409488
Sierra Leone,2003.0,33.9741004,2038446.0239999997,4494004.217930588
Sri Lanka,2003.0,5.9761442,358568.65200000006,790508.5616854604
Tanzania,2003.0,882.6650006,52959900.036,116756593.67028023
Thailand,2003.0,180.6349993,10838099.958,23893920.345278338
Timor-Leste,2003.0,45.9073504,2754441.0239999997,6072502.992062078
Togo,2003.0,71.558,4293480.0,9465503.134460539
Trinidad & Tobago,2003.0,1.7918055,107508.33,237015.29635531502
Uganda,2003.0,2522.128,151327680.0,333620426.6400778
Venezuela,2003.0,259.9515279,15597091.673999999,34385701.13956869
Viet Nam,2003.0,11631.1110003,697866660.018,1538532625.7105858
Yemen,2003.0,55.3268102,3319608.612,7318484.24170328
Zambia,2003.0,129.673,7780380.0,17152801.754589304
Zimbabwe,2003.0,97.4280001,5845680.006,12887518.381323844
Angola,2004.0,5.67,340200.0,750012.61595337
Bolivia (Plurinational State of),2004.0,93.278,5596680.0,12338567.335255459
Brazil,2004.0,26478.4750901,1588708505.4060001,3502502710.543571
Burundi,2004.0,338.925,20335500.0,44832103.326630674
Cameroon,2004.0,734.325,44059500.0,97134570.40740007
Central African Republic,2004.0,63.92,3835200.0,8455168.679319121
Colombia,2004.0,10194.3150011,611658900.066,1348477047.941392
Congo,2004.0,0.0,0.0,0.0
Costa Rica,2004.0,1423.9400005,85436400.03,188355020.23556402
Côte d'Ivoire,2004.0,2572.7339994,154364039.96400002,340314454.5047919
Cuba,2004.0,24.838,1490280.0,3285505.000890618
Democratic Republic of Congo,2004.0,252.586,15155160.0,33411408.573756248
Dominican Republic,2004.0,45.5640004,2733840.0239999997,6027085.561429346
Ecuador,2004.0,703.9210016,42235260.096,93112809.84736021
El Salvador,2004.0,1327.5330002,79651980.01200001,175602557.00959927
Equatorial Guinea,2004.0,0.0,0.0,0.0
Ethiopia,2004.0,2490.944,149456640.0,329495489.5296916
Gabon,2004.0,0.0,0.0,0.0
Ghana,2004.0,22.10685,1326411.0000000002,2924235.696470681
Guatemala,2004.0,3309.5810002,198574860.01199996,437782628.51315206
Guinea,2004.0,296.202,17772120.0,39180817.79023282
Guyana,2004.0,0.6408565,38451.39000000001,84770.80423557688
Haiti,2004.0,32.0559998,1923359.9880000001,4240282.939505945
Honduras,2004.0,2779.189,166751340.0,367623776.38780075
India,2004.0,3647.3365209,218840191.254,482460036.20854896
Indonesia,2004.0,5455.5989996,327335939.976,721652218.2156234
Jamaica,2004.0,29.1904905,1751429.43,3861240.941951851
Kenya,2004.0,753.598,45215880.0,99683951.91485497
Lao People's Democratic Republic,2004.0,267.06666,16023999.600000001,35326872.010675356
Liberia,2004.0,0.0,0.0,0.0
Madagascar,2004.0,127.034,7622040.0,16803721.808645573
Malawi,2004.0,25.737,1544220.0,3404422.345113207
Mexico,2004.0,2361.9313219,141715879.31399998,312430033.41100883
Nepal,2004.0,1.4566661,87399.96600000001,192683.9421925209
Nicaragua,2004.0,1311.3499996,78680999.976,173461912.4568689
Nigeria,2004.0,5.6191904,337151.424,743291.6563393411
Panama,2004.0,99.145,5948700.0,13114638.590599095
Papua New Guinea,2004.0,1047.6650115,62859900.69,138582359.0684184
Paraguay,2004.0,17.2017367,1032104.202,2275400.271835642
Peru,2004.0,3184.062,191043720.0,421179306.8743773
Philippines,2004.0,28.8129993,1728779.958,3811307.403607693
Rwanda,2004.0,450.444,27026640.0,59583541.93659609
Sierra Leone,2004.0,22.9460001,1376760.0059999998,3035236.2540859412
Sri Lanka,2004.0,6.913303,414798.18,914473.4511302082
Tanzania,2004.0,552.8320004,33169920.024,73127156.0498657
Thailand,2004.0,419.8139997,25188839.982,55531886.44247695
Timor-Leste,2004.0,22.4361888,1346171.328,2967799.762594656
Togo,2004.0,148.541,8912460.0,19648610.93233325
Trinidad & Tobago,2004.0,2.1864285,131185.71,289214.98392945377
Uganda,2004.0,2627.011,157620660.0,347494072.7069274
Venezuela,2004.0,169.8346224,10190077.344,22465275.030983567
Viet Nam,2004.0,14858.9909998,891539459.988,1965508061.7614777
Yemen,2004.0,44.6280631,2677683.786,5903282.248776554
Zambia,2004.0,103.755,6225300.0,13724437.207802806
Zimbabwe,2004.0,113.0079995,6780479.97,14948399.52886281
Angola,2005.0,4.665,279900.0,617073.871855815
Bolivia (Plurinational State of),2005.0,84.2137507,5052825.042,11139572.391843377
Brazil,2005.0,26198.0554467,1571883326.802,3465409541.1765256
Burundi,2005.0,371.441,22286460.0,49133233.87695515
Cameroon,2005.0,704.3954,42263724.0,93175562.01402476
Central African Republic,2005.0,46.5612127,2793672.7619999996,6158994.16915137
Colombia,2005.0,10871.2469708,652274818.248,1438019819.9726381
Congo,2005.0,0.0,0.0,0.0
Costa Rica,2005.0,1480.3359848,88820159.088,195814932.00172067
Côte d'Ivoire,2005.0,1753.849255,105230955.30000001,231994544.57326618
Cuba,2005.0,23.684,1421040.0,3132856.930553724
Democratic Republic of Congo,2005.0,157.53,9451800.0,20837652.09720183
Dominican Republic,2005.0,41.7670926,2506025.556,5524840.631691824
Ecuador,2005.0,993.4850211,59609101.266,131415573.11917108
El Salvador,2005.0,1279.8806251,76792837.506,169299226.76177874
Equatorial Guinea,2005.0,0.0,0.0,0.0
Ethiopia,2005.0,2435.069,146104140.0,322104492.18993944
Gabon,2005.0,0.0,0.0,0.0
Ghana,2005.0,17.5438,1052628.0,2320647.501192722
Guatemala,2005.0,3465.7933198,207947599.18800002,458445981.32926154
Guinea,2005.0,279.4150001,16764900.006000001,36960277.80628081
Guyana,2005.0,0.5278055,31668.33,69816.71671421101
Haiti,2005.0,25.0990003,1505940.018,3320029.4308319963
Honduras,2005.0,2391.90535,143514321.0,316394918.63604254
India,2005.0,2828.9324247,169735945.482,374203705.1507155
Indonesia,2005.0,6744.09393,404645635.79999995,892090922.5175561
Jamaica,2005.0,15.3134398,918806.388,2025621.3480850884
Kenya,2005.0,673.14,40388400.0,89041180.30032654
Lao People's Democratic Republic,2005.0,236.8999992,14213999.952,31336505.841154013
Liberia,2005.0,0.78,46800.0,103176.33870258
Madagascar,2005.0,96.016,5760960.0,12700742.739572976
Malawi,2005.0,20.867,1252020.0,2760231.615008637
Mexico,2005.0,1984.8029797,119088178.782,262544492.9377144
Nepal,2005.0,1.1433329,68599.974,151237.05453872183
Nicaragua,2005.0,1002.5431542,60152589.252,132613759.02781036
Nigeria,2005.0,8.3579018,501474.108,1105561.16276885
Panama,2005.0,90.3745078,5422470.468,11954501.060066357
Papua New Guinea,2005.0,1199.6407098,71978442.588,158685302.81503627
Paraguay,2005.0,23.763649,1425818.9400000002,3143392.6897861883
Peru,2005.0,2369.4378155,142166268.93,313422972.5470888
Philippines,2005.0,34.4145416,2064872.4959999998,4552264.615917473
Rwanda,2005.0,235.5991667,14135950.002,31164435.155749753
Sierra Leone,2005.0,20.3848082,1223088.492,2696448.557987603
Sri Lanka,2005.0,2.5089192,150535.152,331873.2014828283
Tanzania,2005.0,711.7568673,42705412.037999995,94149317.4544001
Thailand,2005.0,374.5679999,22474079.994,49546865.16003891
Timor-Leste,2005.0,18.4012047,1104072.2820000001,2434062.7290547527
Togo,2005.0,163.99795,9839877.0,21693215.430421513
Trinidad & Tobago,2005.0,0.7738187,46429.121999999996,102358.6926738335
Uganda,2005.0,2368.692,142121520.0,313324318.0437072
Venezuela,2005.0,22.0685575,1324113.45,2919170.4657658488
Viet Nam,2005.0,13432.0335533,805922013.198,1776753901.743205
Yemen,2005.0,77.8692027,4672152.1620000005,10300332.349070586
Zambia,2005.0,105.8024333,6348145.998000001,13995266.273997346
Zimbabwe,2005.0,70.8847161,4253082.966,9376442.919448495
Angola,2006.0,5.41,324600.0,715620.50305251
Bolivia (Plurinational State of),2006.0,92.5442368,5552654.208,12241507.078267394
Brazil,2006.0,27368.9019587,1642134117.522,3620286023.600688
Burundi,2006.0,280.927,16855620.0,37160281.1573073
Cameroon,2006.0,739.1189167,44347135.002,97768697.03964514
Central African Republic,2006.0,16.517692,991061.5199999999,2184916.6466370462
Colombia,2006.0,10944.8534601,656691207.606,1447756291.8581822
Congo,2006.0,0.0,0.0,0.0
Costa Rica,2006.0,1310.3694086,78622164.516,173332202.47078598
Côte d'Ivoire,2006.0,1751.0699381,105064196.286,231626903.87860435
Cuba,2006.0,15.9333333,955999.9979999999,2107619.2220793543
Democratic Republic of Congo,2006.0,138.0938333,8285629.998,18266687.32986977
Dominican Republic,2006.0,124.6719635,7480317.81,16491277.86255345
Ecuador,2006.0,1014.7792186,60886753.116000004,134232313.29052958
El Salvador,2006.0,1292.8146082,77568876.49200001,171010099.8657519
Equatorial Guinea,2006.0,0.0,0.0,0.0
Ethiopia,2006.0,2935.56,176133600.0,388308119.0278792
Gabon,2006.0,1.091,65460.0,144314.596826301
Ghana,2006.0,8.8198133,529188.798,1166661.59530041
Guatemala,2006.0,3312.1092313,198726553.87800002,438117056.2417317
Guinea,2006.0,518.9227253,31135363.518000003,68641726.75130601
Guyana,2006.0,1.7099359,102596.15400000001,226185.8020232064
Haiti,2006.0,23.7869002,1427214.012,3146468.2970764977
Honduras,2006.0,2898.4144369,173904866.21400002,383394602.10518223
India,2006.0,3578.2750866,214696505.196,473324772.1872377
Indonesia,2006.0,5280.4349134,316826094.804,698481975.7972912
